Year,Rank,Rider,Team,TotalSeconds,GapSeconds
2024,40,WARREN BARGUIL,TEAM DSM-FIRMENICH POSTNL,310869,9733
2024,41,ROMAIN GREGOIRE,GROUPAMA-FDJ,310957,9821
2024,42,GERAINT THOMAS,INEOS GRENADIERS,311192,10056
2024,43,WOUT POELS,BAHRAIN VICTORIOUS,311628,10492
2024,44,MARC SOLER,UAE TEAM EMIRATES,311683,10547
2024,45,TOMS SKUJINS,LIDL-TREK,311758,10622
2024,46,QUENTIN PACHER,GROUPAMA-FDJ,312843,11707
2024,47,JOHANNES KULSET,UNO-X MOBILITY,312998,11862
2024,48,NICOLAS PRODHOMME,DECATHLON AG2R LA MONDIALE TEAM,313101,11965
2024,49,TIESJ BENOOT,TEAM VISMA | LEASE A BIKE,313507,12371
2024,50,HUGO HOULE,ISRAEL - PREMIER TECH,313551,12415
2024,51,NELSON OLIVEIRA,MOVISTAR TEAM,313970,12834
2024,52,WOUT VAN AERT,TEAM VISMA | LEASE A BIKE,314092,12956
2024,53,JONATHAN CASTROVIEJO NICOLAS,INEOS GRENADIERS,314094,12958
2024,54,MICHAL KWIATKOWSKI,INEOS GRENADIERS,314130,12994
2024,55,JONAS ABRAHAMSEN,UNO-X MOBILITY,314274,13138
2024,56,GREGOR MÜHLBERGER,MOVISTAR TEAM,314353,13217
2024,57,MAGNUS CORT NIELSEN,UNO-X MOBILITY,314453,13317
2024,58,KÉVIN GENIETS,GROUPAMA-FDJ,314595,13459
2024,59,NEILSON POWLESS,EF EDUCATION - EASYPOST,314660,13524
2024,60,MATTEO SOBRERO,RED BULL - BORA - HANSGROHE,314742,13606
2024,61,JASPER STUYVEN,LIDL-TREK,314795,13659
2024,62,FRANK VAN DEN BROEK,TEAM DSM-FIRMENICH POSTNL,314818,13682
2024,63,MATHIEU BURGAUDEAU,TOTALENERGIES,314833,13697
2024,64,JAN TRATNIK,TEAM VISMA | LEASE A BIKE,314850,13714
2024,65,DAVID GAUDU,GROUPAMA-FDJ,314899,13763
2024,66,KRISTS NEILANDS,ISRAEL - PREMIER TECH,315064,13928
2024,67,JAN HIRT,SOUDAL QUICK-STEP,315176,14040
2024,68,RUI COSTA,EF EDUCATION - EASYPOST,315186,14050
2024,69,KOBE GOOSSENS,INTERMARCHÉ - WANTY,315301,14165
2024,70,BART LEMMEN,TEAM VISMA | LEASE A BIKE,315324,14188
2024,71,ALEX ARANBURU DEVA,MOVISTAR TEAM,315409,14273
2024,72,DAVIDE FORMOLO,MOVISTAR TEAM,315517,14381
2024,73,STEPHEN WILLIAMS,ISRAEL - PREMIER TECH,315533,14397
2024,74,HAROLD TEJADA CANACUE,ASTANA QAZAQSTAN TEAM,315549,14413
2024,75,NILS POLITT,UAE TEAM EMIRATES,315737,14601
2024,76,NANS PETERS,DECATHLON AG2R LA MONDIALE TEAM,315995,14859
2024,77,GEORG ZIMMERMANN,INTERMARCHÉ - WANTY,316015,14879
2024,78,SEAN QUINN,EF EDUCATION - EASYPOST,316174,15038
2024,79,OIER LAZKANO LOPEZ,MOVISTAR TEAM,316177,15041
2024,80,TIM WELLENS,UAE TEAM EMIRATES,316785,15649
2024,81,VICTOR CAMPENAERTS,LOTTO DSTNY,316937,15801
2024,82,DORIAN GODON,DECATHLON AG2R LA MONDIALE TEAM,316943,15807
2024,83,OLIVER NAESEN,DECATHLON AG2R LA MONDIALE TEAM,316959,15823
2024,84,CHRISTOPHE LAPORTE,TEAM VISMA | LEASE A BIKE,317123,15987
2024,85,MARCO HALLER,RED BULL - BORA - HANSGROHE,317148,16012
2024,86,GIANNI MOSCON,SOUDAL QUICK-STEP,317150,16014
2024,87,RYAN GIBBONS,LIDL-TREK,317260,16124
2024,88,PAUL LAPEIRA,DECATHLON AG2R LA MONDIALE TEAM,317270,16134
2024,89,MICHAEL MATTHEWS,TEAM JAYCO ALULA,317339,16203
2024,90,FABIEN GRELLIER,TOTALENERGIES,317556,16420
2024,91,KÉVIN VAUQUELIN,ARKEA-B&B HOTELS,317572,16436
2024,92,THOMAS GACHIGNARD,TOTALENERGIES,317846,16710
2024,93,MIKE TEUNISSEN,INTERMARCHÉ - WANTY,317950,16814
2024,94,SIMON GESCHKE,COFIDIS,317966,16830
2024,95,BRENT VAN MOER,LOTTO DSTNY,318085,16949
2024,96,MATHIEU VAN DER POEL,ALPECIN-DECEUNINCK,318181,17045
2024,97,JUUL CHRISTOPHER JENSEN,TEAM JAYCO ALULA,318248,17112
2024,98,RAUL GARCIA PIERNA,ARKEA-B&B HOTELS,318308,17172
2024,99,AXEL LAURANCE,ALPECIN-DECEUNINCK,318321,17185
2024,100,STEFAN BISSEGGER,EF EDUCATION - EASYPOST,318351,17215
2024,101,CLÉMENT CHAMPOUSSIN,ARKEA-B&B HOTELS,318535,17399
2024,102,CLÉMENT RUSSO,GROUPAMA-FDJ,318620,17484
2024,103,MATTEO VERCHER,TOTALENERGIES,318850,17714
2024,104,BRYAN COQUARD,COFIDIS,318942,17806
2024,105,RASMUS TILLER,UNO-X MOBILITY,318947,17811
2024,106,ANTHONY TURGIS,TOTALENERGIES,319124,17988
2024,107,GIANNI VERMEERSCH,ALPECIN-DECEUNINCK,319263,18127
2024,108,AXEL ZINGLE,COFIDIS,319406,18270
2024,109,MARIJN VAN DEN BERG,EF EDUCATION - EASYPOST,319611,18475
2024,110,NICO DENZ,RED BULL - BORA - HANSGROHE,319628,18492
2024,111,NIKIAS ARNDT,BAHRAIN VICTORIOUS,319644,18508
2024,112,PASCAL ACKERMANN,ISRAEL - PREMIER TECH,319750,18614
2024,113,BINIAM GIRMAY,INTERMARCHÉ - WANTY,319903,18767
2024,114,PIET ALLEGAERT,COFIDIS,320110,18974
2024,115,BEN TURNER,INEOS GRENADIERS,320167,19031
2024,116,LUKA MEZGEC,TEAM JAYCO ALULA,320182,19046
2024,117,HUGO PAGE,INTERMARCHÉ - WANTY,320215,19079
2024,118,LAURENZ REX,INTERMARCHÉ - WANTY,320236,19100
2024,119,ARNAUD DE LIE,LOTTO DSTNY,320332,19196
2024,120,DANNY VAN POPPEL,RED BULL - BORA - HANSGROHE,320472,19336
2024,121,CEDRIC BEULLENS,LOTTO DSTNY,320533,19397
2024,122,JOHN DEGENKOLB,TEAM DSM-FIRMENICH POSTNL,320584,19448
2024,123,LUKE DURBRIDGE,TEAM JAYCO ALULA,320733,19597
2024,124,LENNY MARTINEZ,GROUPAMA-FDJ,320741,19605
2024,125,YVES LAMPAERT,SOUDAL QUICK-STEP,320807,19671
2024,126,SILVAN DILLIER,ALPECIN-DECEUNINCK,321017,19881
2024,127,MATEJ MOHORIC,BAHRAIN VICTORIOUS,321138,20002
2024,128,JASPER PHILIPSEN,ALPECIN-DECEUNINCK,321209,20073
2024,129,SÉBASTIEN GRIGNARD,LOTTO DSTNY,321348,20212
2024,130,HARM VANHOUCKE,LOTTO DSTNY,321367,20231
2024,131,ALEXANDER KRISTOFF,UNO-X MOBILITY,321518,20382
2024,132,SANDY DUJARDIN,TOTALENERGIES,321594,20458
2024,133,SØREN WÆRENSKJOLD,UNO-X MOBILITY,321920,20784
2024,134,ROBBE GHYS,ALPECIN-DECEUNINCK,322450,21314
2024,135,DYLAN GROENEWEGEN,TEAM JAYCO ALULA,322597,21461
2024,136,DANIEL MCLAY,ARKEA-B&B HOTELS,322624,21488
2024,137,LUCA MOZZATO,ARKEA-B&B HOTELS,322712,21576
2024,138,CEES BOL,ASTANA QAZAQSTAN TEAM,323227,22091
2024,139,JARRAD ERIKS DRIZNERS,LOTTO DSTNY,323477,22341
2024,140,DAVIDE BALLERINI,ASTANA QAZAQSTAN TEAM,324102,22966
2024,141,MARK CAVENDISH,ASTANA QAZAQSTAN TEAM,324127,22991
2025,1,TADEJ POGACAR,UAE TEAM EMIRATES XRG,273632,0
2025,2,JONAS VINGEGAARD HANSEN,TEAM VISMA | LEASE A BIKE,273896,264
2025,3,FLORIAN LIPOWITZ,RED BULL - BORA - HANSGROHE,274292,660
2025,4,EDGAR OSCAR ONLEY,TEAM PICNIC POSTNL,274364,732
2025,5,FELIX GALL,DECATHLON AG2R LA MONDIALE TEAM,274664,1032
2025,6,TOBIAS HALLAND JOHANNESSEN,UNO-X MOBILITY,274846,1214
2025,7,KÉVIN VAUQUELIN,ARKEA-B&B HOTELS,274987,1355
2025,8,PRIMOZ ROGLIC,RED BULL - BORA - HANSGROHE,275162,1530
2025,9,BEN HEALY,EF EDUCATION - EASYPOST,275314,1682
2025,10,JORDAN JEGAT,TOTALENERGIES,275594,1962
2025,11,BEN ALEXANDER O'CONNOR,TEAM JAYCO ALULA,275706,2074
2025,12,THYMEN ARENSMAN,INEOS GRENADIERS,276793,3161
2025,13,JHONATAN MANUEL NARVAEZ PRADO,UAE TEAM EMIRATES XRG,277508,3876
2025,14,SERGIO ANDRES HIGUITA GARCIA,XDS ASTANA TEAM,277731,4099
2025,15,SIMON PHILIP YATES,TEAM VISMA | LEASE A BIKE,278282,4650
2025,16,GUILLAUME MARTIN GUYONNET,GROUPAMA-FDJ,278319,4687
2025,17,SEPP KUSS,TEAM VISMA | LEASE A BIKE,278456,4824
2025,18,GREGOR MÜHLBERGER,MOVISTAR TEAM,278929,5297
2025,19,MATTEO JORGENSON,TEAM VISMA | LEASE A BIKE,279000,5368
2025,20,CRISTIAN RODRIGUEZ MARTIN,ARKEA-B&B HOTELS,279407,5775
2025,21,VALENTIN MADOUAS,GROUPAMA-FDJ,279618,5986
2025,22,XANDRO MEURISSE,ALPECIN-DECEUNINCK,279858,6226
2025,23,WARREN BARGUIL,TEAM PICNIC POSTNL,280121,6489
2025,24,ADAM YATES,UAE TEAM EMIRATES XRG,280153,6521
2025,25,AURÉLIEN PARET PEINTRE,DECATHLON AG2R LA MONDIALE TEAM,281604,7972
2025,26,RAUL GARCIA PIERNA,ARKEA-B&B HOTELS,281790,8158
2025,27,ALEKSANDR VLASOV,RED BULL - BORA - HANSGROHE,281807,8175
2025,28,VICTOR CAMPENAERTS,TEAM VISMA | LEASE A BIKE,282068,8436
2025,29,MARC SOLER,UAE TEAM EMIRATES XRG,282093,8461
2025,30,EMANUEL BUCHMANN,COFIDIS,282126,8494
2025,31,EINER AUGUSTO RUBIO REYES,MOVISTAR TEAM,282148,8516
2025,32,ILAN VAN WILDER,SOUDAL QUICK-STEP,282226,8594
2025,33,CALLUM SCOTSON,DECATHLON AG2R LA MONDIALE TEAM,282372,8740
2025,34,ROMAIN GREGOIRE,GROUPAMA-FDJ,282390,8758
2025,35,HARRISON WILLIAM SWEENY,EF EDUCATION - EASYPOST,282510,8878
2025,36,CLÉMENT BERTHET,DECATHLON AG2R LA MONDIALE TEAM,282802,9170
2025,37,TIM WELLENS,UAE TEAM EMIRATES XRG,283136,9504
2025,38,SIMONE VELASCO,XDS ASTANA TEAM,283323,9691
2025,39,FRANK VAN DEN BROEK,TEAM PICNIC POSTNL,283576,9944
2025,40,SANTIAGO BUITRAGO SANCHEZ,BAHRAIN VICTORIOUS,283580,9948
2025,41,VALENTIN PARET PEINTRE,SOUDAL QUICK-STEP,283657,10025
2025,42,MICHAEL STORER,TUDOR PRO CYCLING TEAM,283883,10251
2025,43,CLEMENT VENTURINI,ARKEA-B&B HOTELS,283991,10359
2025,44,HAROLD TEJADA CANACUE,XDS ASTANA TEAM,284106,10474
2025,45,QUENTIN PACHER,GROUPAMA-FDJ,284192,10560
2025,46,ALEX BAUDIN,EF EDUCATION - EASYPOST,284207,10575
2025,47,NEILSON POWLESS,EF EDUCATION - EASYPOST,284364,10732
2025,48,PETER JOSEPH BLACKMORE,ISRAEL - PREMIER TECH,284376,10744
2025,49,PASCAL EENKHOORN,SOUDAL QUICK-STEP,284457,10825
2025,50,BRUNO ARMIRAIL,DECATHLON AG2R LA MONDIALE TEAM,284624,10992
2025,51,EWEN COSTIOU,ARKEA-B&B HOTELS,284827,11195
2025,52,MICHAEL RUSSELL WOODS,ISRAEL - PREMIER TECH,284851,11219
2025,53,AXEL LAURANCE,INEOS GRENADIERS,285042,11410
2025,54,TIESJ BENOOT,TEAM VISMA | LEASE A BIKE,285051,11419
2025,55,ALEXANDRE DELETTRE,TOTALENERGIES,285180,11548
2025,56,JULIAN ALAPHILIPPE,TUDOR PRO CYCLING TEAM,285232,11600
2025,57,ANDREAS LEKNESSUND,UNO-X MOBILITY,285316,11684
2025,58,GERAINT THOMAS,INEOS GRENADIERS,285329,11697
2025,59,QUINN SIMMONS,LIDL-TREK,285488,11856
2025,60,THOMAS GACHIGNARD,TOTALENERGIES,285826,12194
2025,61,MATHIS LE BERRE,ARKEA-B&B HOTELS,285960,12328
2025,62,JASPER STUYVEN,LIDL-TREK,286003,12371
2025,63,MATHIEU BURGAUDEAU,TOTALENERGIES,286010,12378
2025,64,MARKUS HOELGAARD,UNO-X MOBILITY,286021,12389
2025,65,EMIEL VERSTRYNGE,ALPECIN-DECEUNINCK,286113,12481
2025,66,JENNO BERCKMOES,LOTTO,286424,12792
2025,67,WOUT VAN AERT,TEAM VISMA | LEASE A BIKE,286468,12836
2025,68,MAXIMILIAN SCHACHMANN,SOUDAL QUICK-STEP,286533,12901
2025,69,ION IZAGIRRE INSAUSTI,COFIDIS,286534,12902
2025,70,TOBIAS SVENDSEN FOSS,INEOS GRENADIERS,286547,12915
2025,71,JONAS ABRAHAMSEN,UNO-X MOBILITY,286613,12981
2025,72,MICHAEL VALGREN,EF EDUCATION - EASYPOST,286653,13021
2025,73,OLIVER NAESEN,DECATHLON AG2R LA MONDIALE TEAM,286800,13168
2025,74,NELSON OLIVEIRA,MOVISTAR TEAM,286895,13263
2025,75,NILS POLITT,UAE TEAM EMIRATES XRG,287117,13485
2025,76,ANDERS HALLAND JOHANNESSEN,UNO-X MOBILITY,287194,13562
2025,77,BASTIEN TRONCHON,DECATHLON AG2R LA MONDIALE TEAM,287228,13596
2025,78,MARC HIRSCHI,TUDOR PRO CYCLING TEAM,287349,13717
2025,79,LENNY MARTINEZ,BAHRAIN VICTORIOUS,287377,13745
2025,80,MIKE TEUNISSEN,XDS ASTANA TEAM,287400,13768
2025,81,ALEX ARANBURU DEVA,COFIDIS,287401,13769
2025,82,LOUIS BARRE,INTERMARCHÉ - WANTY,287526,13894
2025,83,MARIUS MAYRHOFER,TUDOR PRO CYCLING TEAM,287630,13998
2025,84,BRENT VAN MOER,LOTTO,287631,13999
2025,85,CLÉMENT CHAMPOUSSIN,XDS ASTANA TEAM,287639,14007
2025,86,KADEN GROVES,ALPECIN-DECEUNINCK,287641,14009
2025,87,PAVEL SIVAKOV,UAE TEAM EMIRATES XRG,287691,14059
2025,88,KRISTS NEILANDS,ISRAEL - PREMIER TECH,287697,14065
2025,89,LAURENCE PITHIE,RED BULL - BORA - HANSGROHE,287716,14084
2025,90,DYLAN TEUNS,COFIDIS,287780,14148
2025,91,KASPER ASGREEN,EF EDUCATION - EASYPOST,287937,14305
2025,92,ALEXEY LUTSENKO,ISRAEL - PREMIER TECH,288024,14392
2025,93,CLÉMENT RUSSO,GROUPAMA-FDJ,288136,14504
2025,94,DAMIEN TOUZE,COFIDIS,288140,14508
2025,95,TOMS SKUJINS,LIDL-TREK,288288,14656
2025,96,TOBIAS LUND LUND ANDRESEN,TEAM PICNIC POSTNL,288443,14811
2025,97,MARCO HALLER,TUDOR PRO CYCLING TEAM,288596,14964
2025,98,JONAS RICKAERT,ALPECIN-DECEUNINCK,288709,15077
2025,99,MATTEO TRENTIN,TUDOR PRO CYCLING TEAM,288783,15151
2025,100,MATIS LOUVEL,ISRAEL - PREMIER TECH,288813,15181
2025,101,MAURO SCHMID,TEAM JAYCO ALULA,288872,15240
2025,102,WILLIAM BARTA,MOVISTAR TEAM,289239,15607
2025,103,GIANNI VERMEERSCH,ALPECIN-DECEUNINCK,289381,15749
2025,104,ALFRED BROCKWELL WRIGHT,BAHRAIN VICTORIOUS,289404,15772
2025,105,GIANNI MOSCON,RED BULL - BORA - HANSGROHE,289888,16256
2025,106,ANTHONY TURGIS,TOTALENERGIES,289950,16318
2025,107,IVAN ROMEO ABAD,MOVISTAR TEAM,290061,16429
2025,108,THOMAS JAKE STEWART,ISRAEL - PREMIER TECH,290229,16597
2025,109,CONNOR SWIFT,INEOS GRENADIERS,290462,16830
2025,110,PABLO CASTRILLO ZAPATER,MOVISTAR TEAM,290603,16971
2025,111,PAUL PENHOET,GROUPAMA-FDJ,290716,17084
2025,112,NIKLAS MÄRKL,TEAM PICNIC POSTNL,290815,17183
2025,113,MICK VAN DIJKE,RED BULL - BORA - HANSGROHE,290842,17210
2025,114,VINCENZO ALBANESE,EF EDUCATION - EASYPOST,290932,17300
2025,115,SAMUEL WATSON,INEOS GRENADIERS,291046,17414
2025,116,THIBAU NYS,LIDL-TREK,291074,17442
2025,117,IVAN GARCIA CORTINA,MOVISTAR TEAM,291230,17598
2025,118,EDOARDO AFFINI,TEAM VISMA | LEASE A BIKE,291325,17693
2025,119,ALBERTO DAINESE,TUDOR PRO CYCLING TEAM,291423,17791
2025,120,TIM NABERMAN,TEAM PICNIC POSTNL,291635,18003
2025,121,LUCAS PLAPP,TEAM JAYCO ALULA,291786,18154
2025,122,EDUARDO SEPULVEDA,LOTTO,291806,18174
2025,123,ROBERT STANNARD,BAHRAIN VICTORIOUS,291842,18210
2025,124,MATTEO VERCHER,TOTALENERGIES,292025,18393
2025,125,PASCAL ACKERMANN,ISRAEL - PREMIER TECH,292229,18597
2025,126,MATEJ MOHORIC,BAHRAIN VICTORIOUS,292245,18613
2025,127,LEWIS ASKEY,GROUPAMA-FDJ,292272,18640
2025,128,JONAS RUTSCH,INTERMARCHÉ - WANTY,292299,18667
2025,129,JARRAD ERIKS DRIZNERS,LOTTO,292309,18677
2025,130,MAGNUS CORT NIELSEN,UNO-X MOBILITY,292343,18711
2025,131,SILVAN DILLIER,ALPECIN-DECEUNINCK,292484,18852
2025,132,BINIAM GIRMAY,INTERMARCHÉ - WANTY,292527,18895
2025,133,PAVEL BITTNER,TEAM PICNIC POSTNL,292696,19064
2025,134,SEAN FLYNN,TEAM PICNIC POSTNL,292725,19093
2025,135,DAVIDE BALLERINI,XDS ASTANA TEAM,292854,19222
2025,136,AMAURY CAPIOT,ARKEA-B&B HOTELS,292990,19358
2025,137,LUKE DURBRIDGE,TEAM JAYCO ALULA,293033,19401
2025,138,HUGO PAGE,INTERMARCHÉ - WANTY,293095,19463
2025,139,STIAN EDVARDSEN-FREDHEIM,UNO-X MOBILITY,293233,19601
2025,140,ELMAR REINDERS,TEAM JAYCO ALULA,293362,19730
2025,141,LAURENZ REX,INTERMARCHÉ - WANTY,293388,19756
2025,142,ARNAUD DE LIE,LOTTO,293407,19775
2025,143,VITO BRAET,INTERMARCHÉ - WANTY,293556,19924
2025,144,SÉBASTIEN GRIGNARD,LOTTO,293660,20028
2025,145,ALEXIS RENARD,COFIDIS,293728,20096
2025,146,JONATHAN MILAN,LIDL-TREK,293767,20135
2025,147,BERT VAN LERBERGHE,SOUDAL QUICK-STEP,293839,20207
2025,148,TIM MERLIER,SOUDAL QUICK-STEP,293871,20239
2025,149,GUILLAUME BOIVIN,ISRAEL - PREMIER TECH,293896,20264
2025,150,DYLAN GROENEWEGEN,TEAM JAYCO ALULA,293936,20304
2025,151,PHIL BAUHAUS,BAHRAIN VICTORIOUS,294001,20369
2025,152,LUKA MEZGEC,TEAM JAYCO ALULA,294040,20408
2025,153,ARNAUD DEMARE,ARKEA-B&B HOTELS,294067,20435
2025,154,BENJAMIN THOMAS,COFIDIS,294108,20476
2025,155,KAMIL GRADEK,BAHRAIN VICTORIOUS,294263,20631
2025,156,ROEL VAN SINTMAARTENSDIJK,INTERMARCHÉ - WANTY,294283,20651
2025,157,FABIAN LIENHARD,TUDOR PRO CYCLING TEAM,294392,20760
2025,158,JORDI MEEUS,RED BULL - BORA - HANSGROHE,294537,20905
2025,159,EDWARD THEUNS,LIDL-TREK,294717,21085
2025,160,SIMONE CONSONNI,LIDL-TREK,294732,21100
2026,1,TADEJ POGACAR,UAE TEAM EMIRATES XRG,266186,0
2026,2,REMCO EVENEPOEL,RED BULL - BORA - HANSGROHE,266572,386
2026,3,ISAAC DEL TORO ROMERO,UAE TEAM EMIRATES XRG,266768,582
2026,4,PAUL SEIXAS,DECATHLON CMA CGM TEAM,266902,716
2026,5,LENNY MARTINEZ,BAHRAIN VICTORIOUS,266968,782
2026,6,MATTIAS SKJELMOSE,LIDL-TREK,267085,899
2026,7,JUAN AYUSO PESQUERA,LIDL-TREK,267254,1068
2026,8,RICHARD CARAPAZ,EF EDUCATION - EASYPOST,267386,1200
2026,9,TOM PIDCOCK,PINARELLO-Q36.5 PRO CYCLING TEAM,267954,1768
2026,10,JORDAN JEGAT,TOTALENERGIES,268187,2001
2026,11,YANNIS VOISARD,TUDOR PRO CYCLING TEAM,268468,2282
2026,12,TOBIAS HALLAND JOHANNESSEN,UNO-X MOBILITY,269583,3397
2026,13,SEPP KUSS,TEAM VISMA | LEASE A BIKE,269929,3743
2026,14,DAVIDE PIGANZOLI,TEAM VISMA | LEASE A BIKE,270009,3823
2026,15,JAI HINDLEY,RED BULL - BORA - HANSGROHE,271194,5008
2026,16,NICOLAS PRODHOMME,DECATHLON CMA CGM TEAM,271287,5101
2026,17,TIESJ BENOOT,DECATHLON CMA CGM TEAM,271762,5576
2026,18,QUINN SIMMONS,LIDL-TREK,271914,5728
2026,19,SEAN QUINN,EF EDUCATION - EASYPOST,272611,6425
2026,20,EGAN BERNAL GOMEZ,NETCOMPANY INEOS CYCLING TEAM,272664,6478
2026,21,ADAM YATES,UAE TEAM EMIRATES XRG,272905,6719
2026,22,THYMEN ARENSMAN,NETCOMPANY INEOS CYCLING TEAM,273548,7362
2026,23,CARLOS VERONA QUINTANILLA,LIDL-TREK,273708,7522
2026,24,MATTHEW RICCITELLO,DECATHLON CMA CGM TEAM,274055,7869
2026,25,DEREK JAMES GEE,LIDL-TREK,274165,7979
2026,26,HAROLD TEJADA CANACUE,XDS ASTANA TEAM,274573,8387
2026,27,MAXIM VAN GILS,RED BULL - BORA - HANSGROHE,274835,8649
2026,28,BEN ALEXANDER O'CONNOR,TEAM JAYCO ALULA,275284,9098
2026,29,PABLO CASTRILLO ZAPATER,MOVISTAR TEAM,275289,9103
2026,30,MATTEO JORGENSON,TEAM VISMA | LEASE A BIKE,275395,9209
2026,31,GUILLAUME MARTIN GUYONNET,GROUPAMA-FDJ UNITED,275441,9255
2026,32,FELIX GROSSSCHARTNER,UAE TEAM EMIRATES XRG,275988,9802
2026,33,MATTIA CATTANEO,RED BULL - BORA - HANSGROHE,276465,10279
2026,34,RAUL GARCIA PIERNA,MOVISTAR TEAM,276538,10352
2026,35,MAURO SCHMID,TEAM JAYCO ALULA,276595,10409
2026,36,KÉVIN VAUQUELIN,NETCOMPANY INEOS CYCLING TEAM,277063,10877
2026,37,ANTONIO TIBERI,BAHRAIN VICTORIOUS,277218,11032
2026,38,SERGIO ANDRES HIGUITA GARCIA,XDS ASTANA TEAM,277261,11075
2026,39,QUINTEN HERMANS,PINARELLO-Q36.5 PRO CYCLING TEAM,277309,11123
2026,40,CLÉMENT BRAZ AFONSO,GROUPAMA-FDJ UNITED,277369,11183
2026,41,LENNERT VAN EETVELT,LOTTO INTERMARCHE,277488,11302
2026,42,AURÉLIEN PARET PEINTRE,DECATHLON CMA CGM TEAM,277494,11308
2026,43,TOBIAS SVENDSEN FOSS,NETCOMPANY INEOS CYCLING TEAM,277495,11309
2026,44,VALENTIN PARET PEINTRE,SOUDAL QUICK-STEP,277547,11361
2026,45,ION IZAGIRRE INSAUSTI,COFIDIS,277599,11413
2026,46,ALEX BAUDIN,EF EDUCATION - EASYPOST,277687,11501
2026,47,ABEL BALDERSTONE ROUMENS,CAJA RURAL-SEGUROS RGA,278452,12266
2026,48,MARC HIRSCHI,TUDOR PRO CYCLING TEAM,278785,12599
2026,49,MATHIAS VACEK,LIDL-TREK,279062,12876
2026,50,NICOLAS BREUILLARD,TOTALENERGIES,279062,12876
2026,51,JORIS DELBOVE,TOTALENERGIES,279212,13026
2026,52,MICHAEL MATTHEWS,TEAM JAYCO ALULA,279241,13055
2026,53,MICHAEL VALGREN,EF EDUCATION - EASYPOST,279335,13149
2026,54,JAVIER ROMO OLIVER,MOVISTAR TEAM,279495,13309
2026,55,DAMIANO CARUSO,BAHRAIN VICTORIOUS,279789,13603
2026,56,XANDRO MEURISSE,PINARELLO-Q36.5 PRO CYCLING TEAM,279939,13753
2026,57,ROMAIN GREGOIRE,GROUPAMA-FDJ UNITED,279986,13800
2026,58,QUENTIN PACHER,GROUPAMA-FDJ UNITED,280015,13829
2026,59,BEN HEALY,EF EDUCATION - EASYPOST,280049,13863
2026,60,ANDERS SKAARSETH,UNO-X MOBILITY,280773,14587
2026,61,ALEXANDRE DELETTRE,TOTALENERGIES,280782,14596
2026,62,BRUNO ARMIRAIL,TEAM VISMA | LEASE A BIKE,280792,14606
2026,63,MICHAEL STORER,TUDOR PRO CYCLING TEAM,281283,15097
2026,64,ANDERS HALLAND JOHANNESSEN,UNO-X MOBILITY,281468,15282
2026,65,NELSON OLIVEIRA,MOVISTAR TEAM,281662,15476
2026,66,VLAD VAN MECHELEN,BAHRAIN VICTORIOUS,281673,15487
2026,67,LOUIS VERVAEKE,SOUDAL QUICK-STEP,281704,15518
2026,68,GEORGE BENNETT,NSN CYCLING TEAM,281708,15522
2026,69,CLÉMENT RUSSO,GROUPAMA-FDJ UNITED,281811,15625
2026,70,FELIX ENGELHARDT,TEAM JAYCO ALULA,281937,15751
2026,71,JASPER STUYVEN,SOUDAL QUICK-STEP,281955,15769
2026,72,NILS POLITT,UAE TEAM EMIRATES XRG,281996,15810
2026,73,RICK PLUIMERS,TUDOR PRO CYCLING TEAM,282057,15871
2026,74,TIM WELLENS,UAE TEAM EMIRATES XRG,282114,15928
2026,75,MATHIEU VAN DER POEL,ALPECIN-PREMIER TECH,282174,15988
2026,76,MATHIS LE BERRE,TOTALENERGIES,282195,16009
2026,77,JONAS ABRAHAMSEN,UNO-X MOBILITY,282409,16223
2026,78,MARCO FRIGO,NSN CYCLING TEAM,282510,16324
2026,79,EWEN COSTIOU,GROUPAMA-FDJ UNITED,282529,16343
2026,80,MADS PEDERSEN,LIDL-TREK,282571,16385
2026,81,BRENT VAN MOER,PINARELLO-Q36.5 PRO CYCLING TEAM,282580,16394
2026,82,VICTOR CAMPENAERTS,TEAM VISMA | LEASE A BIKE,282643,16457
2026,83,JAN TRATNIK,RED BULL - BORA - HANSGROHE,282650,16464
2026,84,KASPER ASGREEN,EF EDUCATION - EASYPOST,282723,16537
2026,85,ALEX ARANBURU DEVA,COFIDIS,282861,16675
2026,86,MATTEO VERCHER,TOTALENERGIES,282910,16724
2026,87,WARREN BARGUIL,TEAM PICNIC POSTNL,282989,16803
2026,88,DAMIEN CRAIG HOWSON,PINARELLO-Q36.5 PRO CYCLING TEAM,283084,16898
2026,89,SEBASTIAN BERWICK,CAJA RURAL-SEGUROS RGA,283230,17044
2026,90,GEORG ZIMMERMANN,LOTTO INTERMARCHE,283247,17061
2026,91,LUCAS PLAPP,TEAM JAYCO ALULA,283256,17070
2026,92,MATEJ MOHORIC,BAHRAIN VICTORIOUS,283256,17070
2026,93,LORENZO GERMANI,GROUPAMA-FDJ UNITED,283484,17298
2026,94,TOMS SKUJINS,LIDL-TREK,283565,17379
2026,95,NICO DENZ,RED BULL - BORA - HANSGROHE,283722,17536
2026,96,EMIEL VERSTRYNGE,ALPECIN-PREMIER TECH,284017,17831
2026,97,MAGNUS CORT NIELSEN,UNO-X MOBILITY,284063,17877
2026,98,NICOLYA VINOKUROV,XDS ASTANA TEAM,284258,18072
